Denominazione,Tipologia,Regione,Provincia,Comune,Esito,Data Aggiornamento,noindex,Link
"Camera di Commercio, Industria, Artigianato e Agricoltura di Sassari","Camere di Commercio, Industria, Artigianato e Agricoltura e loro Unioni Regionali",Sardegna,Sassari,Sassari,positivo,17/03/2019 02:05:14,x,http://trasparenza.ss.camcom.it/
ISTITUTO MAGISTRALE - LICEO STATALE 'MARTIN LUTHER KING',Istituti di Istruzione Statale di Ogni Ordine e Grado,Sicilia,Agrigento,Favara,positivo,17/03/2019 02:05:14,x,http://www.mlking.gov.it/albo_on_line/trasparenza/amministrazione-trasparente
Comune di Lampedusa e Linosa,Comuni e loro Consorzi e Associazioni,Sicilia,Agrigento,Lampedusa e Linosa,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Lampedusa/ammTrasparente.html
Comune di Butera,Comuni e loro Consorzi e Associazioni,Sicilia,Caltanissetta,Butera,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Butera/ammTrasparente.html
S.R.R. Servizi Ed Impianti Srl,Gestori di Pubblici Servizi,Sicilia,Caltanissetta,Mussomeli,positivo,17/03/2019 02:05:14,x,http://www.srrserviziedimpianti.it/cms/home-253-9/amministrazione-trasparente.htm#contents
ISTITUTO COMPRENSIVO - IC G.PARINI - CATANIA,Istituti di Istruzione Statale di Ogni Ordine e Grado,Sicilia,Catania,Catania,positivo,17/03/2019 02:05:14,x,http://www.parinict.gov.it/amministrazione-trasparente/
DIREZIONE DIDATTICA - CD III GRAVINA DI CATANIA,Istituti di Istruzione Statale di Ogni Ordine e Grado,Sicilia,Catania,Gravina di Catania,positivo,17/03/2019 02:05:14,x,http://cdgiovannipaolosecondogravinact.gov.it/pon
LICEO SCIENTIFICO - LS FERMI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Sicilia,Catania,Paterno`,positivo,17/03/2019 02:05:14,x,http://liceoscientificofermi.gov.it/trasparenza/amministrazione-trasparente
Ente Regionale per Il Diritto allo Studio dell'Universita Kore di Enna,"Agenzie, Enti e Consorzi Pubblici per il Diritto allo Studio Universitario",Sicilia,Enna,Enna,positivo,17/03/2019 02:05:14,x,http://www.trasparenza.ersuenna.it/
Istituto Comprensivo Capuana,Istituti di Istruzione Statale di Ogni Ordine e Grado,Sicilia,Messina,Barcellona Pozzo di Gotto,positivo,17/03/2019 02:05:14,x,https://www.portaleargo.it/albopretorioPF3/frontend/atti.xhtml?codcli=SC15588
Ordine Provinciale Consulenti del Lavoro Messina,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Sicilia,Messina,Messina,positivo,17/03/2019 02:05:14,x,http://www.consulentidellavoro.me.it/amministrazione-transparente/
Comune di Moio Alcantara,Comuni e loro Consorzi e Associazioni,Sicilia,Messina,Moio Alcantara,positivo,17/03/2019 02:05:14,x,http://www.comune.moioalcantara.me.it/amminist_trasp.php
Comune di Alimena,Comuni e loro Consorzi e Associazioni,Sicilia,Palermo,Alimena,positivo,17/03/2019 02:05:14,x,http://trasparenza.cloud.publisys.it/atc/detail.jsp?otype=1160&id=124284&siteid=124283
Unione Dei Comuni Re.Al Imera,Unioni di Comuni e loro Consorzi e Associazioni,Sicilia,Palermo,Alimena,positivo,17/03/2019 02:05:14,x,http://trasparenza.cloud.publisys.it/atc/detail.jsp?otype=1160&id=124284&siteid=124283
Amb Spa,Gestori di Pubblici Servizi,Sicilia,Palermo,Bagheria,positivo,17/03/2019 02:05:14,x,https://www.ambspa.it/trasparenza/
Comune di Castelbuono,Comuni e loro Consorzi e Associazioni,Sicilia,Palermo,Castelbuono,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Castelbuono/ammTrasparente.html
Ente Parco Delle Madonie,"Parchi Nazionali, Consorzi e Enti Gestori di Parchi e Aree Naturali Protette",Sicilia,Palermo,Petralia Sottana,positivo,17/03/2019 02:05:14,x,http://www.parcodellemadonie.it/amministrazione-trasparente.html
ISTITUTO TECNICO COMMERCIALE - ARCHIMEDE,Istituti di Istruzione Statale di Ogni Ordine e Grado,Sicilia,Ragusa,Modica,positivo,17/03/2019 02:05:14,x,http://www.archimedemodica.gov.it/?p=102
Istituto D'Istruzione Secondaria Superiore,Istituti di Istruzione Statale di Ogni Ordine e Grado,Sicilia,Ragusa,Modica,positivo,17/03/2019 02:05:14,x,http://www.archimedemodica.gov.it/?p=102
Comune di Carlentini,Comuni e loro Consorzi e Associazioni,Sicilia,Siracusa,Carlentini,positivo,17/03/2019 02:05:14,x,http://comune.carlentini.sr.it/index.php/amministrazione-trasparente
I.I.S. R.SALVO TRAPANI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Sicilia,Trapani,Trapani,positivo,17/03/2019 02:05:14,x,https://www.rosinasalvo.edu.it/amministrazione-trasparente-axios/
Comune di San Giovanni Valdarno,Comuni e loro Consorzi e Associazioni,Toscana,Arezzo,San Giovanni Valdarno,positivo,17/03/2019 02:05:14,x,http://www.comunesgv.it/amministrazione_trasparente/
ISTRUZIONE SECONDARIA SUPERIORE - 'G.GIOVAGNOLI',Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Arezzo,Sansepolcro,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/ARIS01700E/4/0/0/show
Ordine Degli Assistenti Sociali della Regione Toscana,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Toscana,Firenze,Firenze,positivo,17/03/2019 02:05:14,x,http://www.oastoscana.eu/trasparenza/
Ordine degli Psicologi della Regione Toscana,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Toscana,Firenze,Firenze,positivo,17/03/2019 02:05:14,x,https://www.ordinepsicologitoscana.it/amministrazione-trasparente.php
ISTRUZIONE SECONDARIA SUPERIORE - IPSIA ARCIDOSSO - L.DA VINCI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Grosseto,Arcidosso,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/GRIS003001/3
ISTITUTO COMPRENSIVO - IC CASTIGLIONE PESC. - O.ORSINI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Grosseto,Castiglione della Pescaia,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/GRIC80900Q/3
ISTITUTO COMPRENSIVO - GROSSETO 1,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Grosseto,Grosseto,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/GRIC830005/4
ISTITUTO COMPRENSIVO - GROSSETO 6,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Grosseto,Grosseto,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/GRIC82600D/3/IN_PUBBLICAZIONE/0/show
ISTITUTO MAGISTRALE - ISTITUTO MAGISTRALE - A.ROSMINI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Grosseto,Grosseto,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/GRPM01000E/7
ISTITUTO COMPRENSIVO - IC SANTA FIORA - M.PRATESI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Grosseto,Santa Fiora,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/GRIC822006/3
Comune di Barga,Comuni e loro Consorzi e Associazioni,Toscana,Lucca,Barga,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Barga/ammTrasparente.html
Comune di Borgo a Mozzano,Comuni e loro Consorzi e Associazioni,Toscana,Lucca,Borgo a Mozzano,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/BorgoAMozzano/ammTrasparente.html
Unione Comuni Garfagnana,Unioni di Comuni e loro Consorzi e Associazioni,Toscana,Lucca,Castelnuovo di Garfagnana,positivo,17/03/2019 02:05:14,x,http://ucgarfagnana.lu.it/amministrazione-trasparente-2/
ISTITUTO COMPRENSIVO - IST.COMPRENSIVO FORTE DEI MARMI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Lucca,Forte dei Marmi,positivo,17/03/2019 02:05:14,x,https://www.icsfdm.edu.it/trasparenza/amministrazione-trasparente
Ordine degli Avvocati di Lucca,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Toscana,Lucca,Lucca,positivo,17/03/2019 02:05:14,x,http://www.ordineavvocati.lu.it/basement.asp?sn=&sez=30&area=1&lang=it&nome=AMMINISTRAZIONE%20TRASPARENTE&lay=articolo
Comune di Montecarlo,Comuni e loro Consorzi e Associazioni,Toscana,Lucca,Montecarlo,positivo,17/03/2019 02:05:14,x,https://www.comune.montecarlo.lu.it/home/servizi/amministrazione-trasparente.html
Comune di Pescaglia,Comuni e loro Consorzi e Associazioni,Toscana,Lucca,Pescaglia,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Pescaglia/ammTrasparente.html
Ersu S.P.A.,Gestori di Pubblici Servizi,Toscana,Lucca,Pietrasanta,positivo,17/03/2019 02:05:14,x,https://ersu.it/societa-trasparente/
Autorita' Portuale Regionale,Autorita` Portuali,Toscana,Lucca,Viareggio,positivo,17/03/2019 02:05:14,x,http://autoritaportualeregionale.toscana.it/amministrazione-trasparente
Comune di Aulla,Comuni e loro Consorzi e Associazioni,Toscana,Massa-Carrara,Aulla,positivo,17/03/2019 02:05:14,x,http://comune.aulla.ms.it/amministrazione-trasparente/
Societa' della Salute Lunigiana,Consorzi tra Amministrazioni Locali,Toscana,Massa-Carrara,Aulla,positivo,17/03/2019 02:05:14,x,http://sdslunigiana.it/amministrazione-trasparente/
Comune di Filattiera,Comuni e loro Consorzi e Associazioni,Toscana,Massa-Carrara,Filattiera,positivo,17/03/2019 02:05:14,x,http://www.comune.filattiera.ms.it/amministrazione-trasparente/
Comune di Bientina,Comuni e loro Consorzi e Associazioni,Toscana,Pisa,Bientina,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Bientina/ammTrasparente.html
Ente Parco Regionale Migliarino San Rossore Massaciuccoli,"Parchi Nazionali, Consorzi e Enti Gestori di Parchi e Aree Naturali Protette",Toscana,Pisa,Pisa,positivo,17/03/2019 02:05:14,x,http://www.parcosanrossore.org/amministrazione-trasparente.php
Ordine Architetti della Provincia di Pisa,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Toscana,Pisa,Pisa,positivo,17/03/2019 02:05:14,x,https://www.ordinearchitettipisa.it/amministrazione-trasparente/
Comune di Chiesina Uzzanese,Comuni e loro Consorzi e Associazioni,Toscana,Pistoia,Chiesina Uzzanese,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Chiesina/ammTrasparente.html
ISTITUTO TECNICO COMMERCIALE - F.MARCHI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Pistoia,Pescia,positivo,17/03/2019 02:05:14,x,http://www.itsmarchiforti.edu.it/sito/index.php/amministrazione-trasparente-4/
Comune di Buonconvento,Comuni e loro Consorzi e Associazioni,Toscana,Siena,Buonconvento,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Buonconvento/ammTrasparente.html
ISTITUTO COMPRENSIVO - IC CETONA,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Siena,Cetona,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/SIIC813007/4
Comune di Chiusdino,Comuni e loro Consorzi e Associazioni,Toscana,Siena,Chiusdino,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Chiusdino/ammTrasparente.html
ISTITUTO COMPRENSIVO - I. C. 'GRAZIANO DA CHIUSI',Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Siena,Chiusi,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/SIIC81800A/4/0/0/show
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. DELLA VALDICHIANA,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Siena,Chiusi,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/SIIS007004/3
Comune di Gaiole in Chianti,Comuni e loro Consorzi e Associazioni,Toscana,Siena,Gaiole in Chianti,positivo,17/03/2019 02:05:14,x,https://www.comuneweb.it/egov/Gaiole/ammTrasparente.html
Istituto Comprensivo Virgilio,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Siena,Montepulciano,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/SIIC82000A/4/0/0/show
Comune di Radicofani,Comuni e loro Consorzi e Associazioni,Toscana,Siena,Radicofani,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Radicofani/ammTrasparente.html
Comune di Sarteano,Comuni e loro Consorzi e Associazioni,Toscana,Siena,Sarteano,positivo,17/03/2019 02:05:14,x,https://www.comuneweb.it/egov/Sarteano/ammTrasparente.html
ISTITUTO COMPRENSIVO - IC CECCO ANGIOLIERI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Siena,Siena,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/SIIC81600P/7
Istituto Comprensivo N.4 Federigo Tozzi,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Siena,Siena,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/SIIC81700E/3
LICEO SCIENTIFICO - GALILEO GALILEI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Toscana,Siena,Siena,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/SIPS03000E/6
Comune di Trequanda,Comuni e loro Consorzi e Associazioni,Toscana,Siena,Trequanda,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Trequanda/ammTrasparente.html
Comune di Aldino,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Aldino,positivo,17/03/2019 02:05:14,x,https://www.comune.aldino.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223762565&sprache=3
Comune di Andriano,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Andriano,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.andrian.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223778364&sprache=3
Comune di Anterivo,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Anterivo,positivo,17/03/2019 02:05:14,x,https://www.comune.anterivo.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224116510&sprache=3
Comune di Appiano Sulla Strada del Vino,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Appiano sulla strada del vino,positivo,17/03/2019 02:05:14,x,https://www.appiano.eu/it/amministrazione_trasparente
Comune di Avelengo - Gemeinde Hafling,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Avelengo,positivo,17/03/2019 02:05:14,x,https://www.comune.avelengo.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223762011&sprache=3
Comune di Barbiano,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Barbiano,positivo,17/03/2019 02:05:14,x,https://www.barbian.eu/system/web/transparenz2014_sgv.aspx?menuonr=223887353&sprache=3
Azienda Servizi Sociali di Bolzano,Altri Enti Locali,Trentino Alto Adige,Bolzano,Bolzano,positivo,17/03/2019 02:05:14,x,https://www.aziendasociale.bz.it/it/amministrazione_trasparente
Comunita' Montana Salto - Sciliar,Comunita` Montane e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Bolzano,positivo,17/03/2019 02:05:14,x,https://www.bzgsaltenschlern.it/system/web/transparenz2014_sgv.aspx?menuonr=224961628&sprache=3
Consorzio dei Comuni della Provincia di Bolzano Societa' Cooperativa,Unioni di Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Bolzano,positivo,17/03/2019 02:05:14,x,https://www.gvcc.net/it/Organizzazione/Informazioni/Amministrazione_trasparente
Ordine Delle Professioni Infermieristiche Di Bolzano (Opi Bz),"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Trentino Alto Adige,Bolzano,Bolzano,positivo,17/03/2019 02:05:14,x,http://www.ipasvibz.it/amministrazione-trasparente/
Comune di Braies,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Braies,positivo,17/03/2019 02:05:14,x,https://www.comune.braies.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223796676&sprache=3
Comune di Brennero,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Brennero,positivo,17/03/2019 02:05:14,x,https://www.comunebrennero.eu/system/web/transparenz2014_sgv.aspx?menuonr=223933859&sprache=3
Comune di Bressanone,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Bressanone,positivo,17/03/2019 02:05:14,x,https://www.brixen.it/it/amministrazione-trasparente
Comunita' Comprensoriale Valle Isarco,Comunita` Montane e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Bressanone,positivo,17/03/2019 02:05:14,x,http://www.bzgeis.org/system/web/transparenz2014_sgv.aspx?menuonr=224950478&Sprache=3
Comune di Bronzolo,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Bronzolo,positivo,17/03/2019 02:05:14,x,https://www.comune.bronzolo.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223784961&sprache=3
Comune di Brunico,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Brunico,positivo,17/03/2019 02:05:14,x,https://www.comune.brunico.bz.it/it/Amministrazione/Municipio/Amministrazione_trasparente
Comunita' Comprensoriale Valle Pusteria,Comunita` Montane e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Brunico,positivo,17/03/2019 02:05:14,x,https://www.comunitacomprensorialevallepusteria.it/amministrazionetrasparente
Comune di Caldaro sulla Strada del Vino,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Caldaro sulla strada del vino,positivo,17/03/2019 02:05:14,x,https://www.caldaro.eu/it/Comune/Amministrazione_Trasparente
Comune di Campo Tures,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Campo Tures,positivo,17/03/2019 02:05:14,x,https://www.campotures.eu/it/Amministrazione/Amministrazione_Trasparente
Comune di Castelbello-Ciardes,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Castelbello-Ciardes,positivo,17/03/2019 02:05:14,x,https://www.comune.castelbello-ciardes.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224174969&sprache=3
Amministrazione Separata Dei Beni di Uso Civico del Comune di Castelrotto,Altri Enti Locali,Trentino Alto Adige,Bolzano,Castelrotto,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.kastelruth.bz.it/it/amministrazione_trasparente
Comune di Cermes,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Cermes,positivo,17/03/2019 02:05:14,x,https://www.comune.cermes.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223797372&sprache=3
Comune di Chienes,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Chienes,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.kiens.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223801763&sprache=3
Comune di Chiusa,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Chiusa,positivo,17/03/2019 02:05:14,x,https://www.chiusa.eu/it/Amministrazione/Amministrazione_Trasparente
Comune di Cornedo All'Isarco,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Cornedo all'Isarco,positivo,17/03/2019 02:05:14,x,https://www.comune.cornedo.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224128964&sprache=3
Comune di Cortina sulla Strada del Vino,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Cortina sulla strada del vino,positivo,17/03/2019 02:05:14,x,https://www.comune.cortina.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223787862&sprache=3
Comune di Corvara in Badia,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Corvara in Badia,positivo,17/03/2019 02:05:14,x,https://www.corvara.eu/system/web/transparenz2014_sgv.aspx?menuonr=223774649&sprache=3
Comune di Curon Venosta,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Curon Venosta,positivo,17/03/2019 02:05:14,x,https://www.comune.curon.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223768160&sprache=3
Comune di Dobbiaco,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Dobbiaco,positivo,17/03/2019 02:05:14,x,https://www.dobbiaco.eu/system/web/transparenz2014_sgv.aspx?menuonr=223757286&sprache=3
Comune di Egna,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Egna,positivo,17/03/2019 02:05:14,x,http://www.comune.egna.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223772209&sprache=3
Comunita' Comprensoriale Oltradige - Bassa Atesina,Comunita` Montane e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Egna,positivo,17/03/2019 02:05:14,x,https://www.bzgcc.bz.it/it/Amministrazione_Trasparente
Comune di Falzes,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Falzes,positivo,17/03/2019 02:05:14,x,https://www.comune.falzes.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223986419&sprache=3
Comune di Fie' Allo Sciliar,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Fie` allo Sciliar,positivo,17/03/2019 02:05:14,x,https://www.comune.fie.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223770208&sprache=3
Comune di Fortezza,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Fortezza,positivo,17/03/2019 02:05:14,x,https://www.comunefortezza.eu/system/web/transparenz2014_sgv.aspx?menuonr=224231662&sprache=3
Comune di Funes,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Funes,positivo,17/03/2019 02:05:14,x,https://www.funes.eu/it/Amministrazione/Uffici_comunali/Amministrazione_Trasparente
Comune di Gais,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Gais,positivo,17/03/2019 02:05:14,x,https://www.gais.eu/it/Municipio/Amministrazione_Trasparente
Comune di Gargazzone - Gemeinde Gargazon,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Gargazzone,positivo,17/03/2019 02:05:14,x,https://www.comune.gargazzone.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223769162&sprache=3
Amministrazione Beni Usi Civici di Glorenza,Altri Enti Locali,Trentino Alto Adige,Bolzano,Glorenza,positivo,17/03/2019 02:05:14,x,https://www.comune.glorenza.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224009653&sprache=3
Comune di Glorenza,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Glorenza,positivo,17/03/2019 02:05:14,x,https://www.comune.glorenza.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224009653&sprache=3
Comune di La Valle,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,La Valle,positivo,17/03/2019 02:05:14,x,https://www.laval.it/system/web/transparenz2014_sgv.aspx?menuonr=224044204&sprache=3
Amministrazione Separata Beni Usi Civici Tarres,Altri Enti Locali,Trentino Alto Adige,Bolzano,Laces,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.latsch.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223761913&sprache=3
Amministrazione Separata Dei Beni di Uso Civico Coldrano,Altri Enti Locali,Trentino Alto Adige,Bolzano,Laces,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.latsch.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223761913&sprache=3
Comune di Laces,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Laces,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.latsch.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223761913&sprache=3
Comune di Lagundo,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Lagundo,positivo,17/03/2019 02:05:14,x,https://www.lagundo.eu/system/web/transparenz2014_sgv.aspx?menuonr=223765610&sprache=3
Comune di Laion,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Laion,positivo,17/03/2019 02:05:14,x,https://www.laion.eu/system/web/transparenz2014_sgv.aspx?menuonr=223762048&sprache=3
Comune di Laives,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Laives,positivo,17/03/2019 02:05:14,x,https://www.comune.laives.bz.it/it/Amministrazione/Municipio/Amministrazione_trasparente
Comune di Lana,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Lana,positivo,17/03/2019 02:05:14,x,https://lana.riskommunal.net/system/web/transparenz2014_sgv.aspx?menuonr=225008085&sprache=3
Comune di Lasa,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Lasa,positivo,17/03/2019 02:05:14,x,https://www.comune.lasa.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223762110&sprache=3
Comune di Magre' Sulla Strada Del Vino,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Magre` sulla strada del vino,positivo,17/03/2019 02:05:14,x,https://www.comune.magre.bz.it/it/amministrazione_trasparente
Amministrazione Separata Beni Usi Civici di Laudes,Altri Enti Locali,Trentino Alto Adige,Bolzano,Malles Venosta,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.mals.bz.it/it/Comune/Amministrazione_Trasparente
Amministrazione Separata Beni Uso Civico Burgusio,Altri Enti Locali,Trentino Alto Adige,Bolzano,Malles Venosta,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.mals.bz.it/it/Comune/Amministrazione_Trasparente
Amministrazione Separata Beni Uso Civico Malles,Altri Enti Locali,Trentino Alto Adige,Bolzano,Malles Venosta,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.mals.bz.it/it/Comune/Amministrazione_Trasparente
Amministrazione Separata Beni Uso Civico Planol,Altri Enti Locali,Trentino Alto Adige,Bolzano,Malles Venosta,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.mals.bz.it/it/Comune/Amministrazione_Trasparente
Comune di Malles Venosta,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Malles Venosta,positivo,17/03/2019 02:05:14,x,https://www.comune.malles.bz.it/it/Comune/Amministrazione_Trasparente
Comune di Marebbe,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Marebbe,positivo,17/03/2019 02:05:14,x,https://www.comune.marebbe.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224112589&sprache=3
Comune di Marlengo,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Marlengo,positivo,17/03/2019 02:05:14,x,https://www.comune.marlengo.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223951018&sprache=3
Comune di Martello - Gemeinde Martell,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Martello,positivo,17/03/2019 02:05:14,x,https://www.comune.martello.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224249241&sprache=3
Comune di Meltina,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Meltina,positivo,17/03/2019 02:05:14,x,https://www.comune.meltina.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223797324&sprache=3
